ID,Questions,Responses
132,q1_Google Cloud,1
133,q1_Google Cloud,0
134,q1_Google Cloud,0
135,q1_Google Cloud,1
136,q1_Google Cloud,0
137,q1_Google Cloud,0
138,q1_Google Cloud,1
139,q1_Google Cloud,1
140,q1_Google Cloud,0
141,q1_Google Cloud,0
142,q1_Google Cloud,0
143,q1_Google Cloud,1
144,q1_Google Cloud,1
145,q1_Google Cloud,0
146,q1_Google Cloud,1
147,q1_Google Cloud,1
148,q1_Google Cloud,0
149,q1_Google Cloud,0
150,q1_Google Cloud,0
151,q1_Google Cloud,0
152,q1_Google Cloud,0
153,q1_Google Cloud,0
154,q1_Google Cloud,0
155,q1_Google Cloud,0
156,q1_Google Cloud,0
157,q1_Google Cloud,0
158,q1_Google Cloud,1
159,q1_Google Cloud,1
160,q1_Google Cloud,0
161,q1_Google Cloud,1
162,q1_Google Cloud,0
163,q1_Google Cloud,0
164,q1_Google Cloud,1
165,q1_Google Cloud,1
166,q1_Google Cloud,0
167,q1_Google Cloud,0
168,q1_Google Cloud,0
169,q1_Google Cloud,0
170,q1_Google Cloud,0
171,q1_Google Cloud,1
172,q1_Google Cloud,0
173,q1_Google Cloud,0
174,q1_Google Cloud,0
175,q1_Google Cloud,0
176,q1_Google Cloud,0
177,q1_Google Cloud,0
178,q1_Google Cloud,1
179,q1_Google Cloud,0
180,q1_Google Cloud,1
181,q1_Google Cloud,1
182,q1_Google Cloud,0
183,q1_Google Cloud,0
184,q1_Google Cloud,0
185,q1_Google Cloud,1
186,q1_Google Cloud,0
187,q1_Google Cloud,1
188,q1_Google Cloud,0
189,q1_Google Cloud,0
190,q1_Google Cloud,0
191,q1_Google Cloud,0
192,q1_Google Cloud,0
193,q1_Google Cloud,0
194,q1_Google Cloud,1
195,q1_Google Cloud,1
196,q1_Google Cloud,1
197,q1_Google Cloud,0
198,q1_Google Cloud,0
199,q1_Google Cloud,0
200,q1_Google Cloud,1
201,q1_Google Cloud,0
202,q1_Google Cloud,0
203,q1_Google Cloud,1
204,q1_Google Cloud,0
205,q1_Google Cloud,0
206,q1_Google Cloud,0
207,q1_Google Cloud,0
208,q1_Google Cloud,0
209,q1_Google Cloud,0
210,q1_Google Cloud,0
211,q1_Google Cloud,0
212,q1_Google Cloud,1
213,q1_Google Cloud,0
214,q1_Google Cloud,1
215,q1_Google Cloud,0
216,q1_Google Cloud,0
1,q1_On-premises,0
2,q1_On-premises,1
3,q1_On-premises,0
4,q1_On-premises,0
5,q1_On-premises,1
6,q1_On-premises,1
7,q1_On-premises,0
8,q1_On-premises,1
9,q1_On-premises,1
10,q1_On-premises,1
11,q1_On-premises,0
12,q1_On-premises,0
13,q1_On-premises,0
14,q1_On-premises,0
15,q1_On-premises,0
16,q1_On-premises,0
17,q1_On-premises,0
18,q1_On-premises,1
19,q1_On-premises,1
20,q1_On-premises,1
21,q1_On-premises,1
22,q1_On-premises,1
23,q1_On-premises,1
24,q1_On-premises,0
25,q1_On-premises,0
26,q1_On-premises,0
27,q1_On-premises,0
28,q1_On-premises,0
29,q1_On-premises,1
30,q1_On-premises,0
31,q1_On-premises,1
32,q1_On-premises,1
33,q1_On-premises,1
34,q1_On-premises,0
35,q1_On-premises,1
36,q1_On-premises,1
37,q1_On-premises,0
38,q1_On-premises,0
39,q1_On-premises,0
40,q1_On-premises,0
41,q1_On-premises,0
42,q1_On-premises,0
43,q1_On-premises,0
44,q1_On-premises,1
45,q1_On-premises,0
46,q1_On-premises,0
47,q1_On-premises,0
48,q1_On-premises,1
49,q1_On-premises,0
50,q1_On-premises,0
51,q1_On-premises,1
52,q1_On-premises,0
53,q1_On-premises,0
54,q1_On-premises,0
55,q1_On-premises,0
56,q1_On-premises,0
57,q1_On-premises,1
58,q1_On-premises,1
59,q1_On-premises,0
60,q1_On-premises,0
61,q1_On-premises,0
62,q1_On-premises,1
63,q1_On-premises,0
64,q1_On-premises,0
65,q1_On-premises,1
66,q1_On-premises,1
67,q1_On-premises,0
68,q1_On-premises,0
69,q1_On-premises,0
70,q1_On-premises,0
71,q1_On-premises,1
72,q1_On-premises,1
73,q1_On-premises,0
74,q1_On-premises,1
75,q1_On-premises,1
76,q1_On-premises,0
77,q1_On-premises,1
78,q1_On-premises,0
79,q1_On-premises,0
80,q1_On-premises,0
81,q1_On-premises,0
82,q1_On-premises,1
83,q1_On-premises,0
84,q1_On-premises,1
85,q1_On-premises,1
86,q1_On-premises,1
87,q1_On-premises,0
88,q1_On-premises,1
89,q1_On-premises,0
90,q1_On-premises,0
91,q1_On-premises,0
92,q1_On-premises,0
93,q1_On-premises,0
94,q1_On-premises,0
95,q1_On-premises,0
96,q1_On-premises,0
97,q1_On-premises,1
98,q1_On-premises,1
99,q1_On-premises,1
100,q1_On-premises,0
101,q1_On-premises,0
102,q1_On-premises,1
103,q1_On-premises,1
104,q1_On-premises,0
105,q1_On-premises,0
106,q1_On-premises,1
107,q1_On-premises,0
108,q1_On-premises,1
109,q1_On-premises,1
110,q1_On-premises,1
111,q1_On-premises,0
112,q1_On-premises,1
113,q1_On-premises,0
114,q1_On-premises,1
115,q1_On-premises,1
116,q1_On-premises,0
117,q1_On-premises,
118,q1_On-premises,1
119,q1_On-premises,0
120,q1_On-premises,1
121,q1_On-premises,0
122,q1_On-premises,1
123,q1_On-premises,0
124,q1_On-premises,0
125,q1_On-premises,1
126,q1_On-premises,1
127,q1_On-premises,0
128,q1_On-premises,1
129,q1_On-premises,0
130,q1_On-premises,0
131,q1_On-premises,0
132,q1_On-premises,0
133,q1_On-premises,1
134,q1_On-premises,0
135,q1_On-premises,0
136,q1_On-premises,1
137,q1_On-premises,1
138,q1_On-premises,0
139,q1_On-premises,0
140,q1_On-premises,0
141,q1_On-premises,0
142,q1_On-premises,0
143,q1_On-premises,0
144,q1_On-premises,0
145,q1_On-premises,0
146,q1_On-premises,0
147,q1_On-premises,1
148,q1_On-premises,1
149,q1_On-premises,0
150,q1_On-premises,1
151,q1_On-premises,1
152,q1_On-premises,1
153,q1_On-premises,0
154,q1_On-premises,1
155,q1_On-premises,0
156,q1_On-premises,0
157,q1_On-premises,1
158,q1_On-premises,0
159,q1_On-premises,0
160,q1_On-premises,0
161,q1_On-premises,1
162,q1_On-premises,0
163,q1_On-premises,1
164,q1_On-premises,1
165,q1_On-premises,0
166,q1_On-premises,1
167,q1_On-premises,1
168,q1_On-premises,1
169,q1_On-premises,1
170,q1_On-premises,1
171,q1_On-premises,0
172,q1_On-premises,1
173,q1_On-premises,1
174,q1_On-premises,0
175,q1_On-premises,1
176,q1_On-premises,0
177,q1_On-premises,0
178,q1_On-premises,1
179,q1_On-premises,0
180,q1_On-premises,1
181,q1_On-premises,0
182,q1_On-premises,1
183,q1_On-premises,1
184,q1_On-premises,0
185,q1_On-premises,0
186,q1_On-premises,0
187,q1_On-premises,1
188,q1_On-premises,1
189,q1_On-premises,1
190,q1_On-premises,1
191,q1_On-premises,0
192,q1_On-premises,1
193,q1_On-premises,0
194,q1_On-premises,0
195,q1_On-premises,0
196,q1_On-premises,0
197,q1_On-premises,1
198,q1_On-premises,0
199,q1_On-premises,0
200,q1_On-premises,1
201,q1_On-premises,0
202,q1_On-premises,1
203,q1_On-premises,0
204,q1_On-premises,1
205,q1_On-premises,1
206,q1_On-premises,1
207,q1_On-premises,1
208,q1_On-premises,0
209,q1_On-premises,1
210,q1_On-premises,1
211,q1_On-premises,0
212,q1_On-premises,0
213,q1_On-premises,1
214,q1_On-premises,0
215,q1_On-premises,1
216,q1_On-premises,0
1,q1_Other,0
2,q1_Other,0
3,q1_Other,0
4,q1_Other,1
5,q1_Other,0
6,q1_Other,0
7,q1_Other,0
8,q1_Other,0
9,q1_Other,0
10,q1_Other,0
11,q1_Other,0
12,q1_Other,0
13,q1_Other,0
14,q1_Other,0
15,q1_Other,0
16,q1_Other,0
17,q1_Other,0
18,q1_Other,0
19,q1_Other,0
20,q1_Other,0
21,q1_Other,0
22,q1_Other,0
23,q1_Other,0
24,q1_Other,0
25,q1_Other,0
26,q1_Other,0
27,q1_Other,0
28,q1_Other,0
29,q1_Other,1
30,q1_Other,0
31,q1_Other,0
32,q1_Other,0
33,q1_Other,0
34,q1_Other,0
35,q1_Other,0
36,q1_Other,0
37,q1_Other,0
38,q1_Other,0
39,q1_Other,0
40,q1_Other,0
41,q1_Other,0
42,q1_Other,0
43,q1_Other,0
44,q1_Other,0
45,q1_Other,0
46,q1_Other,0
47,q1_Other,0
48,q1_Other,0
49,q1_Other,0
50,q1_Other,0
51,q1_Other,0
52,q1_Other,0
53,q1_Other,0
54,q1_Other,0
55,q1_Other,0
56,q1_Other,0
57,q1_Other,0
58,q1_Other,0
59,q1_Other,0
60,q1_Other,0
61,q1_Other,0
62,q1_Other,0
63,q1_Other,0
64,q1_Other,0
65,q1_Other,0
66,q1_Other,0
67,q1_Other,0
68,q1_Other,0
69,q1_Other,0
70,q1_Other,0
71,q1_Other,0
72,q1_Other,0
73,q1_Other,1
74,q1_Other,0
75,q1_Other,0
76,q1_Other,1
77,q1_Other,0
78,q1_Other,0
79,q1_Other,0
80,q1_Other,1
81,q1_Other,0
82,q1_Other,0
83,q1_Other,0
84,q1_Other,0
85,q1_Other,0
86,q1_Other,0
87,q1_Other,0
88,q1_Other,0
89,q1_Other,1
90,q1_Other,0
91,q1_Other,0
92,q1_Other,0
93,q1_Other,0
94,q1_Other,0
95,q1_Other,0
96,q1_Other,0
97,q1_Other,0
98,q1_Other,0
99,q1_Other,0
100,q1_Other,0
101,q1_Other,0
102,q1_Other,0
103,q1_Other,0
104,q1_Other,0
105,q1_Other,0
106,q1_Other,0
107,q1_Other,0
108,q1_Other,0
109,q1_Other,0
110,q1_Other,0
111,q1_Other,0
112,q1_Other,0
113,q1_Other,0
114,q1_Other,0
115,q1_Other,0
116,q1_Other,0
117,q1_Other,
118,q1_Other,0
119,q1_Other,1
120,q1_Other,0
121,q1_Other,0
122,q1_Other,1
123,q1_Other,1
124,q1_Other,0
125,q1_Other,0
126,q1_Other,0
127,q1_Other,0
128,q1_Other,0
129,q1_Other,0
130,q1_Other,0
131,q1_Other,0
132,q1_Other,0
133,q1_Other,0
134,q1_Other,0
135,q1_Other,0
136,q1_Other,1
137,q1_Other,1
138,q1_Other,1
139,q1_Other,0
140,q1_Other,0
141,q1_Other,0
142,q1_Other,0
143,q1_Other,0
144,q1_Other,0
145,q1_Other,0
146,q1_Other,0
147,q1_Other,0
148,q1_Other,0
149,q1_Other,1
150,q1_Other,0
151,q1_Other,0
152,q1_Other,0
153,q1_Other,1
154,q1_Other,0
155,q1_Other,1
156,q1_Other,0
157,q1_Other,0
158,q1_Other,0
159,q1_Other,0
160,q1_Other,0
161,q1_Other,0
162,q1_Other,0
163,q1_Other,0
164,q1_Other,0
165,q1_Other,0
166,q1_Other,0
167,q1_Other,1
168,q1_Other,0
169,q1_Other,1
170,q1_Other,0
171,q1_Other,0
172,q1_Other,0
173,q1_Other,0
174,q1_Other,1
175,q1_Other,0
176,q1_Other,1
177,q1_Other,1
178,q1_Other,0
179,q1_Other,0
180,q1_Other,0
181,q1_Other,0
182,q1_Other,0
183,q1_Other,0
184,q1_Other,1
185,q1_Other,0
186,q1_Other,0
187,q1_Other,0
188,q1_Other,0
189,q1_Other,1
190,q1_Other,0
191,q1_Other,1
192,q1_Other,0
193,q1_Other,0
194,q1_Other,0
195,q1_Other,1
196,q1_Other,0
197,q1_Other,0
198,q1_Other,0
199,q1_Other,1
200,q1_Other,0
201,q1_Other,1
202,q1_Other,1
203,q1_Other,0
204,q1_Other,0
205,q1_Other,0
206,q1_Other,0
207,q1_Other,0
208,q1_Other,0
209,q1_Other,1
210,q1_Other,0
211,q1_Other,0
212,q1_Other,0
213,q1_Other,0
214,q1_Other,0
215,q1_Other,1
216,q1_Other,0
1,q2_Amazon Sagemaker (in the future),0
2,q2_Amazon Sagemaker (in the future),0
3,q2_Amazon Sagemaker (in the future),0
4,q2_Amazon Sagemaker (in the future),0
5,q2_Amazon Sagemaker (in the future),0
6,q2_Amazon Sagemaker (in the future),0
7,q2_Amazon Sagemaker (in the future),0
8,q2_Amazon Sagemaker (in the future),0
9,q2_Amazon Sagemaker (in the future),0
10,q2_Amazon Sagemaker (in the future),0
11,q2_Amazon Sagemaker (in the future),0
12,q2_Amazon Sagemaker (in the future),0
13,q2_Amazon Sagemaker (in the future),0
14,q2_Amazon Sagemaker (in the future),
15,q2_Amazon Sagemaker (in the future),0
16,q2_Amazon Sagemaker (in the future),0
17,q2_Amazon Sagemaker (in the future),0
18,q2_Amazon Sagemaker (in the future),0
19,q2_Amazon Sagemaker (in the future),0
20,q2_Amazon Sagemaker (in the future),0
21,q2_Amazon Sagemaker (in the future),0
22,q2_Amazon Sagemaker (in the future),0
23,q2_Amazon Sagemaker (in the future),0
24,q2_Amazon Sagemaker (in the future),0
25,q2_Amazon Sagemaker (in the future),0
26,q2_Amazon Sagemaker (in the future),0
27,q2_Amazon Sagemaker (in the future),0
28,q2_Amazon Sagemaker (in the future),0
29,q2_Amazon Sagemaker (in the future),0
30,q2_Amazon Sagemaker (in the future),0
31,q2_Amazon Sagemaker (in the future),0
32,q2_Amazon Sagemaker (in the future),0
33,q2_Amazon Sagemaker (in the future),0
34,q2_Amazon Sagemaker (in the future),0
35,q2_Amazon Sagemaker (in the future),0
36,q2_Amazon Sagemaker (in the future),0
37,q2_Amazon Sagemaker (in the future),0
38,q2_Amazon Sagemaker (in the future),0
39,q2_Amazon Sagemaker (in the future),0
40,q2_Amazon Sagemaker (in the future),0
41,q2_Amazon Sagemaker (in the future),
42,q2_Amazon Sagemaker (in the future),0
43,q2_Amazon Sagemaker (in the future),0
44,q2_Amazon Sagemaker (in the future),0
45,q2_Amazon Sagemaker (in the future),0
46,q2_Amazon Sagemaker (in the future),0
47,q2_Amazon Sagemaker (in the future),0
48,q2_Amazon Sagemaker (in the future),0
49,q2_Amazon Sagemaker (in the future),0
50,q2_Amazon Sagemaker (in the future),0
51,q2_Amazon Sagemaker (in the future),0
52,q2_Amazon Sagemaker (in the future),0
53,q2_Amazon Sagemaker (in the future),0
54,q2_Amazon Sagemaker (in the future),0
55,q2_Amazon Sagemaker (in the future),0
56,q2_Amazon Sagemaker (in the future),0
57,q2_Amazon Sagemaker (in the future),0
58,q2_Amazon Sagemaker (in the future),0
59,q2_Amazon Sagemaker (in the future),0
60,q2_Amazon Sagemaker (in the future),0
61,q2_Amazon Sagemaker (in the future),0
62,q2_Amazon Sagemaker (in the future),0
63,q2_Amazon Sagemaker (in the future),0
64,q2_Amazon Sagemaker (in the future),0
65,q2_Amazon Sagemaker (in the future),0
66,q2_Amazon Sagemaker (in the future),0
67,q2_Amazon Sagemaker (in the future),0
68,q2_Amazon Sagemaker (in the future),0
69,q2_Amazon Sagemaker (in the future),0
70,q2_Amazon Sagemaker (in the future),0
71,q2_Amazon Sagemaker (in the future),0
72,q2_Amazon Sagemaker (in the future),0
73,q2_Amazon Sagemaker (in the future),0
74,q2_Amazon Sagemaker (in the future),0
75,q2_Amazon Sagemaker (in the future),1
76,q2_Amazon Sagemaker (in the future),0
77,q2_Amazon Sagemaker (in the future),0
78,q2_Amazon Sagemaker (in the future),0
79,q2_Amazon Sagemaker (in the future),0
80,q2_Amazon Sagemaker (in the future),0
81,q2_Amazon Sagemaker (in the future),0
82,q2_Amazon Sagemaker (in the future),0
83,q2_Amazon Sagemaker (in the future),0
84,q2_Amazon Sagemaker (in the future),0
85,q2_Amazon Sagemaker (in the future),0
86,q2_Amazon Sagemaker (in the future),0
87,q2_Amazon Sagemaker (in the future),0
88,q2_Amazon Sagemaker (in the future),0
89,q2_Amazon Sagemaker (in the future),0
90,q2_Amazon Sagemaker (in the future),0
91,q2_Amazon Sagemaker (in the future),0
92,q2_Amazon Sagemaker (in the future),0
93,q2_Amazon Sagemaker (in the future),0
94,q2_Amazon Sagemaker (in the future),0
95,q2_Amazon Sagemaker (in the future),0
96,q2_Amazon Sagemaker (in the future),0
97,q2_Amazon Sagemaker (in the future),0
98,q2_Amazon Sagemaker (in the future),0
99,q2_Amazon Sagemaker (in the future),0
100,q2_Amazon Sagemaker (in the future),0
101,q2_Amazon Sagemaker (in the future),0
102,q2_Amazon Sagemaker (in the future),0
103,q2_Amazon Sagemaker (in the future),0
104,q2_Amazon Sagemaker (in the future),0
105,q2_Amazon Sagemaker (in the future),0
106,q2_Amazon Sagemaker (in the future),0
107,q2_Amazon Sagemaker (in the future),0
108,q2_Amazon Sagemaker (in the future),0
109,q2_Amazon Sagemaker (in the future),0
110,q2_Amazon Sagemaker (in the future),0
111,q2_Amazon Sagemaker (in the future),0
112,q2_Amazon Sagemaker (in the future),0
113,q2_Amazon Sagemaker (in the future),0
114,q2_Amazon Sagemaker (in the future),0
115,q2_Amazon Sagemaker (in the future),0
116,q2_Amazon Sagemaker (in the future),0
117,q2_Amazon Sagemaker (in the future),0
118,q2_Amazon Sagemaker (in the future),
119,q2_Amazon Sagemaker (in the future),0
120,q2_Amazon Sagemaker (in the future),0
121,q2_Amazon Sagemaker (in the future),0
122,q2_Amazon Sagemaker (in the future),0
123,q2_Amazon Sagemaker (in the future),0
124,q2_Amazon Sagemaker (in the future),0
125,q2_Amazon Sagemaker (in the future),0
126,q2_Amazon Sagemaker (in the future),0
127,q2_Amazon Sagemaker (in the future),0
128,q2_Amazon Sagemaker (in the future),0
129,q2_Amazon Sagemaker (in the future),0
130,q2_Amazon Sagemaker (in the future),0
131,q2_Amazon Sagemaker (in the future),0
132,q2_Amazon Sagemaker (in the future),0
133,q2_Amazon Sagemaker (in the future),0
134,q2_Amazon Sagemaker (in the future),0
135,q2_Amazon Sagemaker (in the future),0
136,q2_Amazon Sagemaker (in the future),0
137,q2_Amazon Sagemaker (in the future),0
138,q2_Amazon Sagemaker (in the future),0
139,q2_Amazon Sagemaker (in the future),0
140,q2_Amazon Sagemaker (in the future),0
141,q2_Amazon Sagemaker (in the future),0
142,q2_Amazon Sagemaker (in the future),0
143,q2_Amazon Sagemaker (in the future),0
144,q2_Amazon Sagemaker (in the future),0
145,q2_Amazon Sagemaker (in the future),0
146,q2_Amazon Sagemaker (in the future),0
147,q2_Amazon Sagemaker (in the future),0
148,q2_Amazon Sagemaker (in the future),0
149,q2_Amazon Sagemaker (in the future),0
